County,variable,value
Suffolk city,mean_value_20.25,-2.901214576739787
Surry County,mean_value_20.25,-9.583333333333334
Sussex County,mean_value_20.25,-1.9638428531916006
Tazewell County,mean_value_20.25,-3.891193223700964
Virginia Beach city,mean_value_20.25,0.07273689559010803
Warren County,mean_value_20.25,NaN
Washington County,mean_value_20.25,NaN
Waynesboro city,mean_value_20.25,-1.6098039215686275
Westmoreland County,mean_value_20.25,-32.85294117647059
Williamsburg city,mean_value_20.25,0.006535947712418315
Winchester city,mean_value_20.25,NaN
Wise County,mean_value_20.25,NaN
Wythe County,mean_value_20.25,-3.96793661250183
York County,mean_value_20.25,-0.06059234038442963
NA,mean_value_20.25,0
Accomack County,mean_value_25.30,NaN
Albemarle County,mean_value_25.30,-0.5315953654188948
Alexandria city,mean_value_25.30,NaN
Alleghany County,mean_value_25.30,-3.306896551724138
Amelia County,mean_value_25.30,-11.588235294117649
Amherst County,mean_value_25.30,NaN
Appomattox County,mean_value_25.30,-13.47936507936508
Arlington County,mean_value_25.30,NaN
Augusta County,mean_value_25.30,NaN
Bath County,mean_value_25.30,-11.166666666666666
Bedford County,mean_value_25.30,0.2402641903053087
Bland County,mean_value_25.30,-5.486111111111111
Botetourt County,mean_value_25.30,-4.872549019607844
Bristol city,mean_value_25.30,NaN
Brunswick County,mean_value_25.30,-38.20454545454545
Buchanan County,mean_value_25.30,NaN
Buckingham County,mean_value_25.30,NaN
Buena Vista city,mean_value_25.30,-2.3529411764705883
Campbell County,mean_value_25.30,-4.393479406722951
Caroline County,mean_value_25.30,NaN
Carroll County,mean_value_25.30,-7.712851807389622
Charles City County,mean_value_25.30,-5.777777777777778
Charlotte County,mean_value_25.30,-7.375
Charlottesville city,mean_value_25.30,NaN
Chesapeake city,mean_value_25.30,-0.46256997216749535
Chesterfield County,mean_value_25.30,-0.20739736741051534
Clarke County,mean_value_25.30,-0.4758672699849171
Colonial Heights city,mean_value_25.30,NaN
Covington city,mean_value_25.30,-3.1495215311004783
Craig County,mean_value_25.30,NaN
Culpeper County,mean_value_25.30,-1.3846813725490197
Cumberland County,mean_value_25.30,NaN
Danville city,mean_value_25.30,-3.546481948757764
Dickenson County,mean_value_25.30,NaN
Dinwiddie County,mean_value_25.30,NaN
Emporia city,mean_value_25.30,-4.491666666666666
Essex County,mean_value_25.30,NaN
Fairfax city,mean_value_25.30,NaN
Fairfax County,mean_value_25.30,-0.0321776627925516
Falls Church city,mean_value_25.30,NaN
Fauquier County,mean_value_25.30,NaN
Floyd County,mean_value_25.30,NaN
Fluvanna County,mean_value_25.30,NaN
Franklin city,mean_value_25.30,-2.5416666666666665
Franklin County,mean_value_25.30,-7.31054354954323
Frederick County,mean_value_25.30,NaN
Fredericksburg city,mean_value_25.30,-0.9299757537423572
Galax city,mean_value_25.30,-5.263888888888889
Giles County,mean_value_25.30,NaN
Gloucester County,mean_value_25.30,-3.9265909090909092
Goochland County,mean_value_25.30,-0.7421568627450981
Grayson County,mean_value_25.30,-6.1501754385964915
Greene County,mean_value_25.30,NaN
Greensville County,mean_value_25.30,-6.666666666666667
Halifax County,mean_value_25.30,NaN
Hampton city,mean_value_25.30,-0.19209909926206015
Hanover County,mean_value_25.30,-0.038721714115441404
Harrisonburg city,mean_value_25.30,NaN
Henrico County,mean_value_25.30,NaN
Henry County,mean_value_25.30,-4.19532481473212
Highland County,mean_value_25.30,NaN
Hopewell city,mean_value_25.30,NaN
Isle of Wight County,mean_value_25.30,-1.6521915584415585
James City County,mean_value_25.30,NaN
King and Queen County,mean_value_25.30,NaN
King George County,mean_value_25.30,-1.100017825311943
King William County,mean_value_25.30,NaN
Lancaster County,mean_value_25.30,-10.194444444444445
Lee County,mean_value_25.30,-5.559698290090447
Lexington city,mean_value_25.30,-2.5294117647058822
Loudoun County,mean_value_25.30,-0.03862868099591129
Louisa County,mean_value_25.30,-8.75580693815988
Lunenburg County,mean_value_25.30,NaN
Lynchburg city,mean_value_25.30,-1.6446563911359677
Madison County,mean_value_25.30,-2.735294117647059
Manassas city,mean_value_25.30,NaN
Manassas Park city,mean_value_25.30,NaN
Martinsville city,mean_value_25.30,0.7754873609362773
Mathews County,mean_value_25.30,NaN
Mecklenburg County,mean_value_25.30,-5.406850418529985
Middlesex County,mean_value_25.30,NaN
Montgomery County,mean_value_25.30,NaN
Nelson County,mean_value_25.30,NaN
New Kent County,mean_value_25.30,-1.0722866611433306
Newport News city,mean_value_25.30,-0.1552373730682554
Norfolk city,mean_value_25.30,-0.2649095164381542
Northampton County,mean_value_25.30,-4.519245753467352
Northumberland County,mean_value_25.30,-14.341503267973856
Norton city,mean_value_25.30,NaN
Nottoway County,mean_value_25.30,-6.441176470588235
Orange County,mean_value_25.30,NaN
Page County,mean_value_25.30,-9.84062980030722
Patrick County,mean_value_25.30,NaN
Petersburg city,mean_value_25.30,-2.432415285863562
Pittsylvania County,mean_value_25.30,-3.2120755003468724
Poquoson city,mean_value_25.30,NaN
Portsmouth city,mean_value_25.30,-0.7584654441979051
Powhatan County,mean_value_25.30,-0.5515837104072399
Prince Edward County,mean_value_25.30,-3.9286639183975476
Prince George County,mean_value_25.30,-1.2359943977591037
Prince William County,mean_value_25.30,0.021448155750069284
Pulaski County,mean_value_25.30,NaN
Radford city,mean_value_25.30,-1.0833333333333335
Rappahannock County,mean_value_25.30,-1.0416666666666667
Richmond city,mean_value_25.30,NaN
Richmond County,mean_value_25.30,-12.80637254901961
Roanoke city,mean_value_25.30,-1.4503410059676045
Roanoke County,mean_value_25.30,-1.5856677044656584
Rockbridge County,mean_value_25.30,-5.667892156862745
Rockingham County,mean_value_25.30,-2.191533950004189
Russell County,mean_value_25.30,-4.4441222502026685
Salem city,mean_value_25.30,-1.0136476812947401
Scott County,mean_value_25.30,-10.195601851851851
Shenandoah County,mean_value_25.30,NaN
Smyth County,mean_value_25.30,-4.107045071330786
Southampton County,mean_value_25.30,-2.4084838533114397
Spotsylvania County,mean_value_25.30,-0.6803267973856209
Stafford County,mean_value_25.30,NaN
Staunton city,mean_value_25.30,-1.3962418300653594
Suffolk city,mean_value_25.30,-1.1084261603192
Surry County,mean_value_25.30,-13.075
Sussex County,mean_value_25.30,-7.091666666666667
Tazewell County,mean_value_25.30,-1.761651826994611
Virginia Beach city,mean_value_25.30,0.01174824713149134
Warren County,mean_value_25.30,NaN
Washington County,mean_value_25.30,NaN
Waynesboro city,mean_value_25.30,-1.1147058823529412
Westmoreland County,mean_value_25.30,-12.409607843137255
Williamsburg city,mean_value_25.30,0.04779411764705882
Winchester city,mean_value_25.30,NaN
Wise County,mean_value_25.30,NaN
Wythe County,mean_value_25.30,-6.856853864734299
York County,mean_value_25.30,-0.015730550284629986
NA,mean_value_25.30,0
Accomack County,mean_value_30.35,NaN
Albemarle County,mean_value_30.35,-0.6726842676040536
Alexandria city,mean_value_30.35,NaN
Alleghany County,mean_value_30.35,-2.170265462506842
Amelia County,mean_value_30.35,-9.16
Amherst County,mean_value_30.35,NaN
Appomattox County,mean_value_30.35,-3.2616129785247434
Arlington County,mean_value_30.35,NaN
Augusta County,mean_value_30.35,NaN
Bath County,mean_value_30.35,-8
Bedford County,mean_value_30.35,0.40513315269289535
Bland County,mean_value_30.35,-1.0347063310450038
Botetourt County,mean_value_30.35,-3.187332887700535
Bristol city,mean_value_30.35,NaN
Brunswick County,mean_value_30.35,-3.826823035850496
Buchanan County,mean_value_30.35,NaN
Buckingham County,mean_value_30.35,NaN
Buena Vista city,mean_value_30.35,-2.235294117647059
Campbell County,mean_value_30.35,-3.0210861505106554
Caroline County,mean_value_30.35,NaN
Carroll County,mean_value_30.35,-4.030243565957852
Charles City County,mean_value_30.35,-9.88888888888889
Charlotte County,mean_value_30.35,-5.182449494949495
Charlottesville city,mean_value_30.35,NaN
Chesapeake city,mean_value_30.35,-0.12108898924153592
Chesterfield County,mean_value_30.35,-0.3813517842049325
Clarke County,mean_value_30.35,-0.3567538126361655
Colonial Heights city,mean_value_30.35,NaN
Covington city,mean_value_30.35,-3.172794117647059
Craig County,mean_value_30.35,NaN
Culpeper County,mean_value_30.35,-0.9877450980392157
Cumberland County,mean_value_30.35,NaN
Danville city,mean_value_30.35,-2.9172318866204314
Dickenson County,mean_value_30.35,NaN
Dinwiddie County,mean_value_30.35,NaN
Emporia city,mean_value_30.35,-4.458333333333333
Essex County,mean_value_30.35,NaN
Fairfax city,mean_value_30.35,NaN
Fairfax County,mean_value_30.35,-0.0051295624711037375
Falls Church city,mean_value_30.35,NaN
Fauquier County,mean_value_30.35,NaN
Floyd County,mean_value_30.35,NaN
Fluvanna County,mean_value_30.35,NaN
Franklin city,mean_value_30.35,-2.857142857142857
Franklin County,mean_value_30.35,-5.157735267911739
Frederick County,mean_value_30.35,NaN
Fredericksburg city,mean_value_30.35,-0.5130718954248366
Galax city,mean_value_30.35,-1.2581521739130435
Giles County,mean_value_30.35,NaN
Gloucester County,mean_value_30.35,-5.998777652086476
Goochland County,mean_value_30.35,-0.6665314401622718
Grayson County,mean_value_30.35,-6.23290741516548
Greene County,mean_value_30.35,NaN
Greensville County,mean_value_30.35,-6.581521739130435
Halifax County,mean_value_30.35,NaN
Hampton city,mean_value_30.35,-0.32686693134554096
Hanover County,mean_value_30.35,-0.248215680312867
Harrisonburg city,mean_value_30.35,NaN
Henrico County,mean_value_30.35,NaN
Henry County,mean_value_30.35,-2.0957037315845475
Highland County,mean_value_30.35,NaN
Hopewell city,mean_value_30.35,NaN
Isle of Wight County,mean_value_30.35,-0.9319802440206852
James City County,mean_value_30.35,NaN
King and Queen County,mean_value_30.35,NaN
King George County,mean_value_30.35,-1.0137254901960784
King William County,mean_value_30.35,NaN
Lancaster County,mean_value_30.35,-8.652777777777779
Lee County,mean_value_30.35,-1.7192329631941647
Lexington city,mean_value_30.35,-1.7058823529411764
Loudoun County,mean_value_30.35,0.02836025713192896
Louisa County,mean_value_30.35,-9.676470588235293
Lunenburg County,mean_value_30.35,NaN
Lynchburg city,mean_value_30.35,-1.8513630890952872
Madison County,mean_value_30.35,-1.2352941176470589
Manassas city,mean_value_30.35,NaN
Manassas Park city,mean_value_30.35,NaN
Martinsville city,mean_value_30.35,0.7641878755744079
Mathews County,mean_value_30.35,NaN
Mecklenburg County,mean_value_30.35,-6.710381760626709
Middlesex County,mean_value_30.35,NaN
Montgomery County,mean_value_30.35,NaN
Nelson County,mean_value_30.35,NaN
New Kent County,mean_value_30.35,-4.895424836601308
Newport News city,mean_value_30.35,-0.1972796811032105
Norfolk city,mean_value_30.35,-0.3710327784960138
Northampton County,mean_value_30.35,-8.277777777777779
Northumberland County,mean_value_30.35,-10.294117647058824
Norton city,mean_value_30.35,NaN
Nottoway County,mean_value_30.35,-5.224837662337662
Orange County,mean_value_30.35,NaN
Page County,mean_value_30.35,-4.917201426024955
Patrick County,mean_value_30.35,NaN
Petersburg city,mean_value_30.35,-2.7694805194805197
Pittsylvania County,mean_value_30.35,-3.2106260785065155
Poquoson city,mean_value_30.35,NaN
Portsmouth city,mean_value_30.35,-0.866540164452878
Powhatan County,mean_value_30.35,-1.2872549019607844
Prince Edward County,mean_value_30.35,-2.4629803921568625
Prince George County,mean_value_30.35,-1.473389355742297
Prince William County,mean_value_30.35,0.016183689901471246
Pulaski County,mean_value_30.35,NaN
Radford city,mean_value_30.35,-0.8954248366013072
Rappahannock County,mean_value_30.35,-0.9166666666666667
Richmond city,mean_value_30.35,NaN
Richmond County,mean_value_30.35,-4.962280701754386
Roanoke city,mean_value_30.35,-1.3116466838451628
Roanoke County,mean_value_30.35,-1.479449472096531
Rockbridge County,mean_value_30.35,-5.276960784313726
Rockingham County,mean_value_30.35,-2.0148368659204574
Russell County,mean_value_30.35,-2.187871553950916
Salem city,mean_value_30.35,-1.5362745098039217
Scott County,mean_value_30.35,-3.4586016493475684
Shenandoah County,mean_value_30.35,NaN
Smyth County,mean_value_30.35,-2.9557624006540415
Southampton County,mean_value_30.35,-2.8041666666666667
Spotsylvania County,mean_value_30.35,-1.0871319638966697
Stafford County,mean_value_30.35,NaN
Staunton city,mean_value_30.35,-1.4820261437908497
Suffolk city,mean_value_30.35,-0.822674221203633
Surry County,mean_value_30.35,-8.4375
Sussex County,mean_value_30.35,-3.693650793650794
Tazewell County,mean_value_30.35,-2.312097877096795
Virginia Beach city,mean_value_30.35,0.04252123668049631
Warren County,mean_value_30.35,NaN
Washington County,mean_value_30.35,NaN
Waynesboro city,mean_value_30.35,-0.7362745098039216
Westmoreland County,mean_value_30.35,-11.742647058823529
Williamsburg city,mean_value_30.35,-0.16993464052287582
Winchester city,mean_value_30.35,NaN
Wise County,mean_value_30.35,NaN
Wythe County,mean_value_30.35,-2.126150373186177
York County,mean_value_30.35,-0.10504201680672269
NA,mean_value_30.35,0
Accomack County,mean_value_35.40,NaN
Albemarle County,mean_value_35.40,-0.48066844919786095
Alexandria city,mean_value_35.40,NaN
Alleghany County,mean_value_35.40,-3.0722049689440993
Amelia County,mean_value_35.40,-6.177154582763338
Amherst County,mean_value_35.40,NaN
Appomattox County,mean_value_35.40,-6.305555555555555
Arlington County,mean_value_35.40,NaN
Augusta County,mean_value_35.40,NaN
Bath County,mean_value_35.40,-10.166666666666666
Bedford County,mean_value_35.40,0.2966721517235927
Bland County,mean_value_35.40,-4.740384615384615
Botetourt County,mean_value_35.40,-2.7825367647058825
Bristol city,mean_value_35.40,NaN
Brunswick County,mean_value_35.40,-3.0224652417514006
Buchanan County,mean_value_35.40,NaN
Buckingham County,mean_value_35.40,NaN
Buena Vista city,mean_value_35.40,-0.8064516129032258
Campbell County,mean_value_35.40,-4.774037605380316
Caroline County,mean_value_35.40,NaN
Carroll County,mean_value_35.40,-4.394200285929609
Charles City County,mean_value_35.40,-7.037037037037037
Charlotte County,mean_value_35.40,-7.93954248366013
Charlottesville city,mean_value_35.40,NaN
Chesapeake city,mean_value_35.40,-0.04797764844413956
Chesterfield County,mean_value_35.40,-0.36326863139622045
Clarke County,mean_value_35.40,-1.7075163398692812
Colonial Heights city,mean_value_35.40,NaN
Covington city,mean_value_35.40,-1.85734149054505
Craig County,mean_value_35.40,NaN
Culpeper County,mean_value_35.40,-0.8310455561810051
Cumberland County,mean_value_35.40,NaN
Danville city,mean_value_35.40,-3.0575558338508357
Dickenson County,mean_value_35.40,NaN
Dinwiddie County,mean_value_35.40,NaN
Emporia city,mean_value_35.40,-3.458333333333333
Essex County,mean_value_35.40,NaN
Fairfax city,mean_value_35.40,NaN
Fairfax County,mean_value_35.40,-0.001170624582855631
Falls Church city,mean_value_35.40,NaN
Fauquier County,mean_value_35.40,NaN
Floyd County,mean_value_35.40,NaN
Fluvanna County,mean_value_35.40,NaN
Franklin city,mean_value_35.40,-6.430555555555556
Franklin County,mean_value_35.40,-5.135088523447656
Frederick County,mean_value_35.40,NaN
Fredericksburg city,mean_value_35.40,-0.46895424836601307
Galax city,mean_value_35.40,-4.333333333333334
Giles County,mean_value_35.40,NaN
Gloucester County,mean_value_35.40,-4.993067226890757
Goochland County,mean_value_35.40,-1.7235294117647058
Grayson County,mean_value_35.40,-6.168599661208357
Greene County,mean_value_35.40,NaN
Greensville County,mean_value_35.40,-4.321969696969697
Halifax County,mean_value_35.40,NaN
Hampton city,mean_value_35.40,-0.7075906120023767
Hanover County,mean_value_35.40,-0.16368286445012786
Harrisonburg city,mean_value_35.40,NaN
Henrico County,mean_value_35.40,NaN
Henry County,mean_value_35.40,-3.4754999247554808
Highland County,mean_value_35.40,NaN
Hopewell city,mean_value_35.40,NaN
Isle of Wight County,mean_value_35.40,-1.34937412464986
James City County,mean_value_35.40,NaN
King and Queen County,mean_value_35.40,NaN
King George County,mean_value_35.40,-1.414705882352941
King William County,mean_value_35.40,NaN
Lancaster County,mean_value_35.40,-7.638888888888889
Lee County,mean_value_35.40,-4.973548303548304
Lexington city,mean_value_35.40,-1.7647058823529411
Loudoun County,mean_value_35.40,-0.008786854012860206
Louisa County,mean_value_35.40,-9.850404196766426
Lunenburg County,mean_value_35.40,NaN
Lynchburg city,mean_value_35.40,-2.388237751240847
Madison County,mean_value_35.40,-1.6470588235294117
Manassas city,mean_value_35.40,NaN
Manassas Park city,mean_value_35.40,NaN
Martinsville city,mean_value_35.40,0.6261877828054299
Mathews County,mean_value_35.40,NaN
Mecklenburg County,mean_value_35.40,-6.327205882352941
Middlesex County,mean_value_35.40,NaN
Montgomery County,mean_value_35.40,NaN
Nelson County,mean_value_35.40,NaN
New Kent County,mean_value_35.40,-4.098039215686274
Newport News city,mean_value_35.40,-0.48271369153722093
Norfolk city,mean_value_35.40,-0.20462097338935575
Northampton County,mean_value_35.40,-18.02777777777778
Northumberland County,mean_value_35.40,-7.324929971988795
Norton city,mean_value_35.40,NaN
Nottoway County,mean_value_35.40,-3.9713878920268373
Orange County,mean_value_35.40,NaN
Page County,mean_value_35.40,-5.283785822021116
Patrick County,mean_value_35.40,NaN
Petersburg city,mean_value_35.40,-2.0954545454545452
Pittsylvania County,mean_value_35.40,-2.572304513555622
Poquoson city,mean_value_35.40,NaN
Portsmouth city,mean_value_35.40,-0.4033839342188488
Powhatan County,mean_value_35.40,-1.4509803921568627
Prince Edward County,mean_value_35.40,-3.302380952380952
Prince George County,mean_value_35.40,-1.2780112044817926
Prince William County,mean_value_35.40,-0.11690442442037055
Pulaski County,mean_value_35.40,NaN
Radford city,mean_value_35.40,-1.6372549019607843
Rappahannock County,mean_value_35.40,-1.4583333333333333
Richmond city,mean_value_35.40,NaN
Richmond County,mean_value_35.40,-5.080882352941177
Roanoke city,mean_value_35.40,-1.5824884301546704
Roanoke County,mean_value_35.40,-1.6261948256629106
Rockbridge County,mean_value_35.40,-4.621895424836601
Rockingham County,mean_value_35.40,-1.9997555809027212
Russell County,mean_value_35.40,-3.292789014528145
Salem city,mean_value_35.40,-0.868109507954125
Scott County,mean_value_35.40,-4.739815592903828
Shenandoah County,mean_value_35.40,NaN
Smyth County,mean_value_35.40,-4.147028535823103
Southampton County,mean_value_35.40,-3.3051282051282054
Spotsylvania County,mean_value_35.40,-1.1796053413390875
Stafford County,mean_value_35.40,NaN
Staunton city,mean_value_35.40,-1.2254901960784315
Suffolk city,mean_value_35.40,-1.6480448239902021
Surry County,mean_value_35.40,-5.75
Sussex County,mean_value_35.40,-4.0738095238095235
Tazewell County,mean_value_35.40,-2.68492662136625
Virginia Beach city,mean_value_35.40,-0.0034699840552484627
Warren County,mean_value_35.40,NaN
Washington County,mean_value_35.40,NaN
Waynesboro city,mean_value_35.40,-0.8029411764705883
Westmoreland County,mean_value_35.40,-7.642892156862745
Williamsburg city,mean_value_35.40,-0.3284313725490196
Winchester city,mean_value_35.40,NaN
Wise County,mean_value_35.40,NaN
Wythe County,mean_value_35.40,-3.4222721018231854
York County,mean_value_35.40,-0.23144257703081234
NA,mean_value_35.40,0
Accomack County,mean_value_40.50,NaN
Albemarle County,mean_value_40.50,-1.0236495499814684
Alexandria city,mean_value_40.50,NaN
Alleghany County,mean_value_40.50,-3.935194972985671
Amelia County,mean_value_40.50,-8.82843137254902
Amherst County,mean_value_40.50,NaN
Appomattox County,mean_value_40.50,-4.619642857142857
Arlington County,mean_value_40.50,NaN
Augusta County,mean_value_40.50,NaN
Bath County,mean_value_40.50,-3.8333333333333335
Bedford County,mean_value_40.50,0.29186621135773677
Bland County,mean_value_40.50,-1.9943181818181819
Botetourt County,mean_value_40.50,-4.128519806765243
Bristol city,mean_value_40.50,NaN
Brunswick County,mean_value_40.50,-4.655116268106121
Buchanan County,mean_value_40.50,NaN
Buckingham County,mean_value_40.50,NaN
Buena Vista city,mean_value_40.50,-4.461538461538462
Campbell County,mean_value_40.50,-2.336097514724152
Caroline County,mean_value_40.50,NaN
Carroll County,mean_value_40.50,-7.479152942280632
Charles City County,mean_value_40.50,-7.416666666666667
Charlotte County,mean_value_40.50,-6.554633535057155
Charlottesville city,mean_value_40.50,NaN
Chesapeake city,mean_value_40.50,-0.19010004683033793
Chesterfield County,mean_value_40.50,-1.0336740759839995
Clarke County,mean_value_40.50,-2.534313725490196
Colonial Heights city,mean_value_40.50,NaN
Covington city,mean_value_40.50,-15.631578947368421
Craig County,mean_value_40.50,NaN
Culpeper County,mean_value_40.50,-2.3491334033613445
Cumberland County,mean_value_40.50,NaN
Danville city,mean_value_40.50,-3.034763888440195
Dickenson County,mean_value_40.50,NaN
Dinwiddie County,mean_value_40.50,NaN
Emporia city,mean_value_40.50,-9.610294117647058
Essex County,mean_value_40.50,NaN
Fairfax city,mean_value_40.50,NaN
Fairfax County,mean_value_40.50,-0.001947581467063608
Falls Church city,mean_value_40.50,NaN
Fauquier County,mean_value_40.50,NaN
Floyd County,mean_value_40.50,NaN
Fluvanna County,mean_value_40.50,NaN
Franklin city,mean_value_40.50,-4.7272727272727275
Franklin County,mean_value_40.50,-6.199185126734146
Frederick County,mean_value_40.50,NaN
Fredericksburg city,mean_value_40.50,-0.5920868347338936
Galax city,mean_value_40.50,-2.571022727272727
Giles County,mean_value_40.50,NaN
Gloucester County,mean_value_40.50,-9.720659722222221
Goochland County,mean_value_40.50,-2.5085643187944977
Grayson County,mean_value_40.50,-7.92122648550868
Greene County,mean_value_40.50,NaN
Greensville County,mean_value_40.50,-7.068354430379746
Halifax County,mean_value_40.50,NaN
Hampton city,mean_value_40.50,-1.1114403173226703
Hanover County,mean_value_40.50,-0.6076102180002436
Harrisonburg city,mean_value_40.50,NaN
Henrico County,mean_value_40.50,NaN
Henry County,mean_value_40.50,-5.413841862042326
Highland County,mean_value_40.50,NaN
Hopewell city,mean_value_40.50,NaN
Isle of Wight County,mean_value_40.50,-2.1850762710744673
James City County,mean_value_40.50,NaN
King and Queen County,mean_value_40.50,NaN
King George County,mean_value_40.50,-7.584917043740573
King William County,mean_value_40.50,NaN
Lancaster County,mean_value_40.50,-12.333333333333334
Lee County,mean_value_40.50,-6.639739905688182
Lexington city,mean_value_40.50,-1.6470588235294117
Loudoun County,mean_value_40.50,0.029276428389480223
Louisa County,mean_value_40.50,-9.849032408196958
Lunenburg County,mean_value_40.50,NaN
Lynchburg city,mean_value_40.50,-2.3838026247959796
Madison County,mean_value_40.50,-3.7058823529411766
Manassas city,mean_value_40.50,NaN
Manassas Park city,mean_value_40.50,NaN
Martinsville city,mean_value_40.50,1.2877310544814131
Mathews County,mean_value_40.50,NaN
Mecklenburg County,mean_value_40.50,-6.272100156873433
Middlesex County,mean_value_40.50,NaN
Montgomery County,mean_value_40.50,NaN
Nelson County,mean_value_40.50,NaN
New Kent County,mean_value_40.50,-7.1858482523444165
Newport News city,mean_value_40.50,-1.4819295900178253
Norfolk city,mean_value_40.50,-0.3640045371295371
Northampton County,mean_value_40.50,-15.021748492678725
Northumberland County,mean_value_40.50,-5.441919191919192
Norton city,mean_value_40.50,NaN
Nottoway County,mean_value_40.50,-2.9685672514619883
Orange County,mean_value_40.50,NaN
Page County,mean_value_40.50,-6.767874396135266
Patrick County,mean_value_40.50,NaN
Petersburg city,mean_value_40.50,-3.136961303957351
Pittsylvania County,mean_value_40.50,-2.9665345179598646
Poquoson city,mean_value_40.50,NaN
Portsmouth city,mean_value_40.50,-0.6093968965885475
Powhatan County,mean_value_40.50,-4.273936293885143
Prince Edward County,mean_value_40.50,-3.2162593984962404
Prince George County,mean_value_40.50,-3.5133053221288515
Prince William County,mean_value_40.50,-0.029773521288800616
Pulaski County,mean_value_40.50,NaN
Radford city,mean_value_40.50,-2.122549019607843
Rappahannock County,mean_value_40.50,-1.6602564102564101
Richmond city,mean_value_40.50,NaN
Richmond County,mean_value_40.50,-18.428571428571427
Roanoke city,mean_value_40.50,-2.5236122404008454
Roanoke County,mean_value_40.50,-2.311804838894622
Rockbridge County,mean_value_40.50,-7.458642800554566
Rockingham County,mean_value_40.50,-2.4272333359794658
Russell County,mean_value_40.50,-4.712957379748238
Salem city,mean_value_40.50,-1.2998039215686275
Scott County,mean_value_40.50,-7.2838170806158615
Shenandoah County,mean_value_40.50,NaN
Smyth County,mean_value_40.50,-4.296063377041638
Southampton County,mean_value_40.50,-4.10078431372549
Spotsylvania County,mean_value_40.50,-2.330052790346908
Stafford County,mean_value_40.50,NaN
Staunton city,mean_value_40.50,-2.5718954248366015
Suffolk city,mean_value_40.50,-3.2358055722288914
Surry County,mean_value_40.50,-7.2689393939393945
Sussex County,mean_value_40.50,-4.626645962732919
Tazewell County,mean_value_40.50,-2.0630251266614903
Virginia Beach city,mean_value_40.50,-0.22502176229022697
Warren County,mean_value_40.50,NaN
Washington County,mean_value_40.50,NaN
Waynesboro city,mean_value_40.50,-2.280392156862745
Westmoreland County,mean_value_40.50,-12.380201525054467
Williamsburg city,mean_value_40.50,-0.7826797385620915
Winchester city,mean_value_40.50,NaN
Wise County,mean_value_40.50,NaN
Wythe County,mean_value_40.50,-4.312778874990856
York County,mean_value_40.50,-0.3507727566551096
NA,mean_value_40.50,0
Accomack County,mean_value_50.60,NaN
Albemarle County,mean_value_50.60,-0.9453870136023016
Alexandria city,mean_value_50.60,NaN
Alleghany County,mean_value_50.60,-2.800577452508347
Amelia County,mean_value_50.60,-7.608043217286914
Amherst County,mean_value_50.60,NaN
Appomattox County,mean_value_50.60,-13.0098858256753
Arlington County,mean_value_50.60,NaN
Augusta County,mean_value_50.60,NaN
Bath County,mean_value_50.60,-18.5
Bedford County,mean_value_50.60,0.5962445294633892
Bland County,mean_value_50.60,-1.4936363636363637
Botetourt County,mean_value_50.60,-5.736043247944339
Bristol city,mean_value_50.60,NaN
Brunswick County,mean_value_50.60,-3.5263126332622603
Buchanan County,mean_value_50.60,NaN
Buckingham County,mean_value_50.60,NaN
Buena Vista city,mean_value_50.60,-1.8311688311688312
Campbell County,mean_value_50.60,-2.4544346389426175
Caroline County,mean_value_50.60,NaN
Carroll County,mean_value_50.60,-4.453064784075898
Charles City County,mean_value_50.60,-8.319444444444445
Charlotte County,mean_value_50.60,-4.008602150537635
Charlottesville city,mean_value_50.60,NaN
Chesapeake city,mean_value_50.60,-0.4846269314916507
Chesterfield County,mean_value_50.60,-0.7569485008963536
Clarke County,mean_value_50.60,-0.9967320261437909
Colonial Heights city,mean_value_50.60,NaN
Covington city,mean_value_50.60,-3.0456730769230766
Craig County,mean_value_50.60,NaN
Culpeper County,mean_value_50.60,-3.0326505602240896
Cumberland County,mean_value_50.60,NaN
Danville city,mean_value_50.60,-1.7069616895534014
Dickenson County,mean_value_50.60,NaN
Dinwiddie County,mean_value_50.60,NaN
Emporia city,mean_value_50.60,-7.822222222222223
Essex County,mean_value_50.60,NaN
Fairfax city,mean_value_50.60,NaN
Fairfax County,mean_value_50.60,-0.006526399458944015
Falls Church city,mean_value_50.60,NaN
Fauquier County,mean_value_50.60,NaN
Floyd County,mean_value_50.60,NaN
Fluvanna County,mean_value_50.60,NaN
Franklin city,mean_value_50.60,-4.49780701754386
Franklin County,mean_value_50.60,-2.62236450195989
Frederick County,mean_value_50.60,NaN
Fredericksburg city,mean_value_50.60,-0.5498366013071896
Galax city,mean_value_50.60,-5.456666666666667
Giles County,mean_value_50.60,NaN
Gloucester County,mean_value_50.60,-7.694117647058823
Goochland County,mean_value_50.60,-5.452852049910874
Grayson County,mean_value_50.60,-5.125873015873016
Greene County,mean_value_50.60,NaN
Greensville County,mean_value_50.60,-2.880952380952381
Halifax County,mean_value_50.60,NaN
Hampton city,mean_value_50.60,-0.8130951331767543
Hanover County,mean_value_50.60,-0.944864743368177
Harrisonburg city,mean_value_50.60,NaN
Henrico County,mean_value_50.60,NaN
Henry County,mean_value_50.60,-2.779323948539664
Highland County,mean_value_50.60,NaN
Hopewell city,mean_value_50.60,NaN
Isle of Wight County,mean_value_50.60,-2.893580703558019
James City County,mean_value_50.60,NaN
King and Queen County,mean_value_50.60,NaN
King George County,mean_value_50.60,-3.3296895583939516
