County,variable,value
Albemarle County,mean_value_150.175,-1.1926008067001554
Alexandria city,mean_value_150.175,NaN
Alleghany County,mean_value_150.175,0.02604654575389519
Amelia County,mean_value_150.175,-1.3185513288170922
Amherst County,mean_value_150.175,NaN
Appomattox County,mean_value_150.175,-0.4617386932179268
Arlington County,mean_value_150.175,NaN
Augusta County,mean_value_150.175,NaN
Bath County,mean_value_150.175,-0.43564356435643564
Bedford County,mean_value_150.175,1.9646854674194878
Bland County,mean_value_150.175,-1.5819377990430623
Botetourt County,mean_value_150.175,-0.9965459069960401
Bristol city,mean_value_150.175,NaN
Brunswick County,mean_value_150.175,-0.5281944444444444
Buchanan County,mean_value_150.175,NaN
Buckingham County,mean_value_150.175,NaN
Buena Vista city,mean_value_150.175,0.8378378378378378
Campbell County,mean_value_150.175,-0.42238648528435996
Caroline County,mean_value_150.175,NaN
Carroll County,mean_value_150.175,0.04817329046203911
Charles City County,mean_value_150.175,0.6531869911385003
Charlotte County,mean_value_150.175,-0.4789729877965172
Charlottesville city,mean_value_150.175,NaN
Chesapeake city,mean_value_150.175,-1.6037746588707797
Chesterfield County,mean_value_150.175,-0.8377964361324398
Clarke County,mean_value_150.175,-0.9831091875084405
Colonial Heights city,mean_value_150.175,NaN
Covington city,mean_value_150.175,0.0668103448275862
Craig County,mean_value_150.175,NaN
Culpeper County,mean_value_150.175,-1.4345394720072053
Cumberland County,mean_value_150.175,NaN
Danville city,mean_value_150.175,-0.027490669130712846
Dickenson County,mean_value_150.175,NaN
Dinwiddie County,mean_value_150.175,NaN
Emporia city,mean_value_150.175,-0.5396270396270396
Essex County,mean_value_150.175,NaN
Fairfax city,mean_value_150.175,NaN
Fairfax County,mean_value_150.175,-0.71159570680554
Falls Church city,mean_value_150.175,NaN
Fauquier County,mean_value_150.175,NaN
Floyd County,mean_value_150.175,NaN
Fluvanna County,mean_value_150.175,NaN
Franklin city,mean_value_150.175,-0.7825630252100839
Franklin County,mean_value_150.175,-0.6108386169349788
Frederick County,mean_value_150.175,NaN
Fredericksburg city,mean_value_150.175,-2.236748480277892
Galax city,mean_value_150.175,-0.21621621621621623
Giles County,mean_value_150.175,NaN
Gloucester County,mean_value_150.175,-1.5706813481829156
Goochland County,mean_value_150.175,-1.3801713346956765
Grayson County,mean_value_150.175,-0.18710331187176837
Greene County,mean_value_150.175,NaN
Greensville County,mean_value_150.175,0.5833333333333334
Halifax County,mean_value_150.175,NaN
Hampton city,mean_value_150.175,-1.3168976189254695
Hanover County,mean_value_150.175,-1.5196062052975705
Harrisonburg city,mean_value_150.175,NaN
Henrico County,mean_value_150.175,NaN
Henry County,mean_value_150.175,0.11031539254393075
Highland County,mean_value_150.175,NaN
Hopewell city,mean_value_150.175,NaN
Isle of Wight County,mean_value_150.175,-1.922137130352591
James City County,mean_value_150.175,NaN
King and Queen County,mean_value_150.175,NaN
King George County,mean_value_150.175,-2.516729532922879
King William County,mean_value_150.175,NaN
Lancaster County,mean_value_150.175,-1.0732976922391517
Lee County,mean_value_150.175,-0.03192390171556841
Lexington city,mean_value_150.175,-4.658536585365853
Loudoun County,mean_value_150.175,-1.1036500217678447
Louisa County,mean_value_150.175,-1.7766856091984755
Lunenburg County,mean_value_150.175,NaN
Lynchburg city,mean_value_150.175,-0.304076077904533
Madison County,mean_value_150.175,-2.6798986486486487
Manassas city,mean_value_150.175,NaN
Manassas Park city,mean_value_150.175,NaN
Martinsville city,mean_value_150.175,0.9629370629370629
Mathews County,mean_value_150.175,NaN
Mecklenburg County,mean_value_150.175,-1.6558119171192993
Middlesex County,mean_value_150.175,NaN
Montgomery County,mean_value_150.175,NaN
Nelson County,mean_value_150.175,NaN
New Kent County,mean_value_150.175,-1.3992088086880212
Newport News city,mean_value_150.175,-1.1708332431642468
Norfolk city,mean_value_150.175,-1.5656368240916432
Northampton County,mean_value_150.175,-2.737097953216374
Northumberland County,mean_value_150.175,-4.009161998132586
Norton city,mean_value_150.175,NaN
Nottoway County,mean_value_150.175,-1.1199719071554515
Orange County,mean_value_150.175,NaN
Page County,mean_value_150.175,-1.189052260331094
Patrick County,mean_value_150.175,NaN
Petersburg city,mean_value_150.175,-0.06581866018147117
Pittsylvania County,mean_value_150.175,-0.3738719266257477
Poquoson city,mean_value_150.175,NaN
Portsmouth city,mean_value_150.175,-1.1288375798597923
Powhatan County,mean_value_150.175,-1.7207037284036042
Prince Edward County,mean_value_150.175,-1.0403439268145152
Prince George County,mean_value_150.175,-1.2381046353699454
Prince William County,mean_value_150.175,-0.7857822803452325
Pulaski County,mean_value_150.175,NaN
Radford city,mean_value_150.175,-0.4418095238095238
Rappahannock County,mean_value_150.175,-2.5729166666666665
Richmond city,mean_value_150.175,NaN
Richmond County,mean_value_150.175,-1.0633333333333335
Roanoke city,mean_value_150.175,-0.17615248777532935
Roanoke County,mean_value_150.175,-1.100437064162436
Rockbridge County,mean_value_150.175,-1.4563537848650099
Rockingham County,mean_value_150.175,-1.1215074763622657
Russell County,mean_value_150.175,-0.06112180858650688
Salem city,mean_value_150.175,-0.5328100810527556
Scott County,mean_value_150.175,-0.06943676261256958
Shenandoah County,mean_value_150.175,NaN
Smyth County,mean_value_150.175,0.7520013643191583
Southampton County,mean_value_150.175,-0.33714057160608885
Spotsylvania County,mean_value_150.175,-2.2254966417622914
Stafford County,mean_value_150.175,NaN
Staunton city,mean_value_150.175,-0.6239746999307154
Suffolk city,mean_value_150.175,-1.0331332814176073
Surry County,mean_value_150.175,-2.614219114219114
Sussex County,mean_value_150.175,-0.7931757460189051
Tazewell County,mean_value_150.175,0.309539583831582
Virginia Beach city,mean_value_150.175,-1.5189328698417222
Warren County,mean_value_150.175,NaN
Washington County,mean_value_150.175,NaN
Waynesboro city,mean_value_150.175,-0.6002124918702345
Westmoreland County,mean_value_150.175,-1.9475351887685393
Williamsburg city,mean_value_150.175,-2.02956193982425
Winchester city,mean_value_150.175,NaN
Wise County,mean_value_150.175,NaN
Wythe County,mean_value_150.175,-0.11237218678210276
York County,mean_value_150.175,-1.3800912237979237
NA,mean_value_150.175,1.6213592233009708
Accomack County,mean_value_175.200,NaN
Albemarle County,mean_value_175.200,-2.3171429151143155
Alexandria city,mean_value_175.200,NaN
Alleghany County,mean_value_175.200,-0.33270322961414917
Amelia County,mean_value_175.200,-1.3577586206896552
Amherst County,mean_value_175.200,NaN
Appomattox County,mean_value_175.200,-0.8275768535262206
Arlington County,mean_value_175.200,NaN
Augusta County,mean_value_175.200,NaN
Bath County,mean_value_175.200,-0.06666666666666667
Bedford County,mean_value_175.200,1.9471936851956135
Bland County,mean_value_175.200,-0.14935897435897433
Botetourt County,mean_value_175.200,-1.477454834242053
Bristol city,mean_value_175.200,NaN
Brunswick County,mean_value_175.200,-1.018942268166288
Buchanan County,mean_value_175.200,NaN
Buckingham County,mean_value_175.200,NaN
Buena Vista city,mean_value_175.200,-0.8372093023255814
Campbell County,mean_value_175.200,-0.8502714454441639
Caroline County,mean_value_175.200,NaN
Carroll County,mean_value_175.200,-1.307700032043494
Charles City County,mean_value_175.200,-0.21319027986006997
Charlotte County,mean_value_175.200,-1.0954874770521899
Charlottesville city,mean_value_175.200,NaN
Chesapeake city,mean_value_175.200,-1.1583729428298948
Chesterfield County,mean_value_175.200,-1.0586381373560299
Clarke County,mean_value_175.200,-1.5178235805101477
Colonial Heights city,mean_value_175.200,NaN
Covington city,mean_value_175.200,-1.0138339920948618
Craig County,mean_value_175.200,NaN
Culpeper County,mean_value_175.200,-2.7938687049144315
Cumberland County,mean_value_175.200,NaN
Danville city,mean_value_175.200,-0.3347845783880534
Dickenson County,mean_value_175.200,NaN
Dinwiddie County,mean_value_175.200,NaN
Emporia city,mean_value_175.200,-0.3834154351395731
Essex County,mean_value_175.200,NaN
Fairfax city,mean_value_175.200,NaN
Fairfax County,mean_value_175.200,-0.758444225699115
Falls Church city,mean_value_175.200,NaN
Fauquier County,mean_value_175.200,NaN
Floyd County,mean_value_175.200,NaN
Fluvanna County,mean_value_175.200,NaN
Franklin city,mean_value_175.200,-0.33236434108527135
Franklin County,mean_value_175.200,-0.658904533762445
Frederick County,mean_value_175.200,NaN
Fredericksburg city,mean_value_175.200,-1.7665908029878619
Galax city,mean_value_175.200,-0.425
Giles County,mean_value_175.200,NaN
Gloucester County,mean_value_175.200,-2.5968141350250145
Goochland County,mean_value_175.200,-0.9623396736964035
Grayson County,mean_value_175.200,-3.355952380952381
Greene County,mean_value_175.200,NaN
Greensville County,mean_value_175.200,-0.31461538461538463
Halifax County,mean_value_175.200,NaN
Hampton city,mean_value_175.200,-0.8574025475742353
Hanover County,mean_value_175.200,-1.9059481427719356
Harrisonburg city,mean_value_175.200,NaN
Henrico County,mean_value_175.200,NaN
Henry County,mean_value_175.200,-0.2226464076729446
Highland County,mean_value_175.200,NaN
Hopewell city,mean_value_175.200,NaN
Isle of Wight County,mean_value_175.200,-2.2617275496331604
James City County,mean_value_175.200,NaN
King and Queen County,mean_value_175.200,NaN
King George County,mean_value_175.200,-2.7466206838030005
King William County,mean_value_175.200,NaN
Lancaster County,mean_value_175.200,-2.195523988206915
Lee County,mean_value_175.200,0.0678962204088161
Lexington city,mean_value_175.200,-2.5714285714285716
Loudoun County,mean_value_175.200,-1.2937860575615758
Louisa County,mean_value_175.200,-1.9047448590052871
Lunenburg County,mean_value_175.200,NaN
Lynchburg city,mean_value_175.200,-0.4504083478864344
Madison County,mean_value_175.200,-6.759958791208791
Manassas city,mean_value_175.200,NaN
Manassas Park city,mean_value_175.200,NaN
Martinsville city,mean_value_175.200,0.5933333333333334
Mathews County,mean_value_175.200,NaN
Mecklenburg County,mean_value_175.200,-6.667340260691404
Middlesex County,mean_value_175.200,NaN
Montgomery County,mean_value_175.200,NaN
Nelson County,mean_value_175.200,NaN
New Kent County,mean_value_175.200,-1.2636994372036732
Newport News city,mean_value_175.200,-1.027902036813466
Norfolk city,mean_value_175.200,-1.3437729269228944
Northampton County,mean_value_175.200,-2.0921511094810197
Northumberland County,mean_value_175.200,-3.979761904761905
Norton city,mean_value_175.200,NaN
Nottoway County,mean_value_175.200,-0.8962695924764891
Orange County,mean_value_175.200,NaN
Page County,mean_value_175.200,-0.759014460362775
Patrick County,mean_value_175.200,NaN
Petersburg city,mean_value_175.200,-0.40249938652853323
Pittsylvania County,mean_value_175.200,-0.9041991390128998
Poquoson city,mean_value_175.200,NaN
Portsmouth city,mean_value_175.200,-1.1674409939226893
Powhatan County,mean_value_175.200,-1.767117026833765
Prince Edward County,mean_value_175.200,-1.3663930970055043
Prince George County,mean_value_175.200,-1.4785486844310374
Prince William County,mean_value_175.200,-1.1305544230283846
Pulaski County,mean_value_175.200,NaN
Radford city,mean_value_175.200,0.10447769751175323
Rappahannock County,mean_value_175.200,-4.647816349384099
Richmond city,mean_value_175.200,NaN
Richmond County,mean_value_175.200,-1.4361263736263736
Roanoke city,mean_value_175.200,-0.31493364282548286
Roanoke County,mean_value_175.200,-0.6185223010722377
Rockbridge County,mean_value_175.200,-1.2817297684100963
Rockingham County,mean_value_175.200,-1.150055449091397
Russell County,mean_value_175.200,0.20687847348991928
Salem city,mean_value_175.200,-0.14530465697984882
Scott County,mean_value_175.200,-0.28634828013574476
Shenandoah County,mean_value_175.200,NaN
Smyth County,mean_value_175.200,-0.4466221926689985
Southampton County,mean_value_175.200,-0.9870714016183807
Spotsylvania County,mean_value_175.200,-2.5513956183984217
Stafford County,mean_value_175.200,NaN
Staunton city,mean_value_175.200,-0.8269388265758356
Suffolk city,mean_value_175.200,-1.109740025795552
Surry County,mean_value_175.200,-2.168192219679634
Sussex County,mean_value_175.200,-1.3237001594896332
Tazewell County,mean_value_175.200,-0.2798357915145389
Virginia Beach city,mean_value_175.200,-1.743719998186561
Warren County,mean_value_175.200,NaN
Washington County,mean_value_175.200,NaN
Waynesboro city,mean_value_175.200,-0.3373558942115861
Westmoreland County,mean_value_175.200,-2.3592965229914538
Williamsburg city,mean_value_175.200,-1.4117647058823528
Winchester city,mean_value_175.200,NaN
Wise County,mean_value_175.200,NaN
Wythe County,mean_value_175.200,-1.063864130351594
York County,mean_value_175.200,-1.7951008320788273
NA,mean_value_175.200,1.6727272727272726
Accomack County,mean_value_200.250,NaN
Albemarle County,mean_value_200.250,-1.747692448350301
Alexandria city,mean_value_200.250,NaN
Alleghany County,mean_value_200.250,0.29966953151660597
Amelia County,mean_value_200.250,-0.035673476849947455
Amherst County,mean_value_200.250,NaN
Appomattox County,mean_value_200.250,-0.7120928310116786
Arlington County,mean_value_200.250,NaN
Augusta County,mean_value_200.250,NaN
Bath County,mean_value_200.250,-1.202020202020202
Bedford County,mean_value_200.250,2.4745539396078593
Bland County,mean_value_200.250,-1.3474025974025974
Botetourt County,mean_value_200.250,-1.6083121517786623
Bristol city,mean_value_200.250,NaN
Brunswick County,mean_value_200.250,-1.3870099996672325
Buchanan County,mean_value_200.250,NaN
Buckingham County,mean_value_200.250,NaN
Buena Vista city,mean_value_200.250,0.711340206185567
Campbell County,mean_value_200.250,-0.42191649670850295
Caroline County,mean_value_200.250,NaN
Carroll County,mean_value_200.250,-1.07161155441758
Charles City County,mean_value_200.250,0.22804232804232807
Charlotte County,mean_value_200.250,-1.6104685752361916
Charlottesville city,mean_value_200.250,NaN
Chesapeake city,mean_value_200.250,-0.7556922014582661
Chesterfield County,mean_value_200.250,-0.8553177030696492
Clarke County,mean_value_200.250,-2.2133128520225296
Colonial Heights city,mean_value_200.250,NaN
Covington city,mean_value_200.250,0.22002551020408162
Craig County,mean_value_200.250,NaN
Culpeper County,mean_value_200.250,-1.6066234372926997
Cumberland County,mean_value_200.250,NaN
Danville city,mean_value_200.250,-0.46760013908351505
Dickenson County,mean_value_200.250,NaN
Dinwiddie County,mean_value_200.250,NaN
Emporia city,mean_value_200.250,0.5144124168514412
Essex County,mean_value_200.250,NaN
Fairfax city,mean_value_200.250,NaN
Fairfax County,mean_value_200.250,-0.8309800901913206
Falls Church city,mean_value_200.250,NaN
Fauquier County,mean_value_200.250,NaN
Floyd County,mean_value_200.250,NaN
Fluvanna County,mean_value_200.250,NaN
Franklin city,mean_value_200.250,0.39722222222222225
Franklin County,mean_value_200.250,-1.8810097554174172
Frederick County,mean_value_200.250,NaN
Fredericksburg city,mean_value_200.250,-3.0295846886948583
Galax city,mean_value_200.250,0.36155913978494625
Giles County,mean_value_200.250,NaN
Gloucester County,mean_value_200.250,-0.8495566784311268
Goochland County,mean_value_200.250,-1.574896787338024
Grayson County,mean_value_200.250,-1.6675621075621077
Greene County,mean_value_200.250,NaN
Greensville County,mean_value_200.250,-0.8166666666666667
Halifax County,mean_value_200.250,NaN
Hampton city,mean_value_200.250,-0.16243336732962987
Hanover County,mean_value_200.250,-1.7992598619677516
Harrisonburg city,mean_value_200.250,NaN
Henrico County,mean_value_200.250,NaN
Henry County,mean_value_200.250,0.14868480699563652
Highland County,mean_value_200.250,NaN
Hopewell city,mean_value_200.250,NaN
Isle of Wight County,mean_value_200.250,-1.9656807943695411
James City County,mean_value_200.250,NaN
King and Queen County,mean_value_200.250,NaN
King George County,mean_value_200.250,-1.6776917675161294
King William County,mean_value_200.250,NaN
Lancaster County,mean_value_200.250,-2.7467758546559877
Lee County,mean_value_200.250,0.02364476685359537
Lexington city,mean_value_200.250,-5.925
Loudoun County,mean_value_200.250,-1.5579614805345634
Louisa County,mean_value_200.250,-2.600329010370046
Lunenburg County,mean_value_200.250,NaN
Lynchburg city,mean_value_200.250,-0.20604474904464437
Madison County,mean_value_200.250,-1.6806451612903226
Manassas city,mean_value_200.250,NaN
Manassas Park city,mean_value_200.250,NaN
Martinsville city,mean_value_200.250,0.445
Mathews County,mean_value_200.250,NaN
Mecklenburg County,mean_value_200.250,-2.9008619077377933
Middlesex County,mean_value_200.250,NaN
Montgomery County,mean_value_200.250,NaN
Nelson County,mean_value_200.250,NaN
New Kent County,mean_value_200.250,-1.3408621206656783
Newport News city,mean_value_200.250,-0.49829088511853015
Norfolk city,mean_value_200.250,-1.0001863570332545
Northampton County,mean_value_200.250,-5.836551030668678
Northumberland County,mean_value_200.250,-3.234090909090909
Norton city,mean_value_200.250,NaN
Nottoway County,mean_value_200.250,0.08241151066156986
Orange County,mean_value_200.250,NaN
Page County,mean_value_200.250,-1.6469885057471265
Patrick County,mean_value_200.250,NaN
Petersburg city,mean_value_200.250,-0.6333016607080778
Pittsylvania County,mean_value_200.250,-2.430099577390126
Poquoson city,mean_value_200.250,NaN
Portsmouth city,mean_value_200.250,-1.620332639494626
Powhatan County,mean_value_200.250,-0.7914634117460791
Prince Edward County,mean_value_200.250,-0.37762012719031535
Prince George County,mean_value_200.250,-0.5585231138862669
Prince William County,mean_value_200.250,-1.7349034060322623
Pulaski County,mean_value_200.250,NaN
Radford city,mean_value_200.250,-0.11342201859443236
Rappahannock County,mean_value_200.250,-3.7624999999999997
Richmond city,mean_value_200.250,NaN
Richmond County,mean_value_200.250,-0.4824561403508772
Roanoke city,mean_value_200.250,-0.5637089032809622
Roanoke County,mean_value_200.250,-0.18565943239529448
Rockbridge County,mean_value_200.250,-1.950088512981904
Rockingham County,mean_value_200.250,-0.9879370197096775
Russell County,mean_value_200.250,0.2781080864506893
Salem city,mean_value_200.250,-0.02828463606290016
Scott County,mean_value_200.250,0.2603079790579791
Shenandoah County,mean_value_200.250,NaN
Smyth County,mean_value_200.250,0.21306565933002714
Southampton County,mean_value_200.250,-1.2128706204392918
Spotsylvania County,mean_value_200.250,-1.7495771123842419
Stafford County,mean_value_200.250,NaN
Staunton city,mean_value_200.250,-1.4240821298245565
Suffolk city,mean_value_200.250,-0.6058631902868077
Surry County,mean_value_200.250,-1.4104702022963367
Sussex County,mean_value_200.250,-0.45515406162464983
Tazewell County,mean_value_200.250,-0.2516646934739261
Virginia Beach city,mean_value_200.250,-1.1779091831645137
Warren County,mean_value_200.250,NaN
Washington County,mean_value_200.250,NaN
Waynesboro city,mean_value_200.250,-0.9957556277505127
Westmoreland County,mean_value_200.250,-1.7392342193563197
Williamsburg city,mean_value_200.250,-1.4804112554112554
Winchester city,mean_value_200.250,NaN
Wise County,mean_value_200.250,NaN
Wythe County,mean_value_200.250,-0.3926415661141179
York County,mean_value_200.250,-2.458256945201048
NA,mean_value_200.250,2.234042553191489
Accomack County,mean_value_250.300,NaN
Albemarle County,mean_value_250.300,-1.3740838636460724
Alexandria city,mean_value_250.300,NaN
Alleghany County,mean_value_250.300,0.6755140786250231
Amelia County,mean_value_250.300,-0.04595959595959596
Amherst County,mean_value_250.300,NaN
Appomattox County,mean_value_250.300,-0.9568224510336883
Arlington County,mean_value_250.300,NaN
Augusta County,mean_value_250.300,NaN
Bath County,mean_value_250.300,-2.659090909090909
Bedford County,mean_value_250.300,2.1656227391021687
Bland County,mean_value_250.300,-0.5865384615384616
Botetourt County,mean_value_250.300,0.08670012173346163
Bristol city,mean_value_250.300,NaN
Brunswick County,mean_value_250.300,-3.9141711229946528
Buchanan County,mean_value_250.300,NaN
Buckingham County,mean_value_250.300,NaN
Buena Vista city,mean_value_250.300,-0.1590909090909091
Campbell County,mean_value_250.300,-0.3150412838767081
Caroline County,mean_value_250.300,NaN
Carroll County,mean_value_250.300,-0.31008550114701827
Charles City County,mean_value_250.300,0.34872004357298475
Charlotte County,mean_value_250.300,-3.0714285714285716
Charlottesville city,mean_value_250.300,NaN
Chesapeake city,mean_value_250.300,-0.3386263812297907
Chesterfield County,mean_value_250.300,-0.580294693632875
Clarke County,mean_value_250.300,-1.0873547903568306
Colonial Heights city,mean_value_250.300,NaN
Covington city,mean_value_250.300,0.648989898989899
Craig County,mean_value_250.300,NaN
Culpeper County,mean_value_250.300,-1.9896186659748416
Cumberland County,mean_value_250.300,NaN
Danville city,mean_value_250.300,-0.44736498458501467
Dickenson County,mean_value_250.300,NaN
Dinwiddie County,mean_value_250.300,NaN
Emporia city,mean_value_250.300,0.2555147058823529
Essex County,mean_value_250.300,NaN
Fairfax city,mean_value_250.300,NaN
Fairfax County,mean_value_250.300,-0.7932604283049588
Falls Church city,mean_value_250.300,NaN
Fauquier County,mean_value_250.300,NaN
Floyd County,mean_value_250.300,NaN
Fluvanna County,mean_value_250.300,NaN
Franklin city,mean_value_250.300,0.65586903517938
Franklin County,mean_value_250.300,-0.818452511474427
Frederick County,mean_value_250.300,NaN
Fredericksburg city,mean_value_250.300,-3.043276602243604
Galax city,mean_value_250.300,0.47276422764227644
Giles County,mean_value_250.300,NaN
Gloucester County,mean_value_250.300,-1.1188223035785037
Goochland County,mean_value_250.300,-1.2460347839295207
Grayson County,mean_value_250.300,-2.2314701774198342
Greene County,mean_value_250.300,NaN
Greensville County,mean_value_250.300,0.8512820512820514
Halifax County,mean_value_250.300,NaN
Hampton city,mean_value_250.300,0.14298277802261045
Hanover County,mean_value_250.300,-0.6851757062477566
Harrisonburg city,mean_value_250.300,NaN
Henrico County,mean_value_250.300,NaN
Henry County,mean_value_250.300,-0.28353185515163737
Highland County,mean_value_250.300,NaN
Hopewell city,mean_value_250.300,NaN
Isle of Wight County,mean_value_250.300,-0.6347432762501041
James City County,mean_value_250.300,NaN
King and Queen County,mean_value_250.300,NaN
King George County,mean_value_250.300,-1.1675202254588897
King William County,mean_value_250.300,NaN
Lancaster County,mean_value_250.300,-0.5964156314699793
Lee County,mean_value_250.300,-0.4128528225806451
Lexington city,mean_value_250.300,-0.6091954022988506
Loudoun County,mean_value_250.300,-0.9726583677261481
Louisa County,mean_value_250.300,-0.6474899205625226
Lunenburg County,mean_value_250.300,NaN
Lynchburg city,mean_value_250.300,-0.3337244393263769
Madison County,mean_value_250.300,-1.308849275823651
Manassas city,mean_value_250.300,NaN
Manassas Park city,mean_value_250.300,NaN
Martinsville city,mean_value_250.300,0.5283333333333333
Mathews County,mean_value_250.300,NaN
Mecklenburg County,mean_value_250.300,-1.2773716781886717
Middlesex County,mean_value_250.300,NaN
Montgomery County,mean_value_250.300,NaN
Nelson County,mean_value_250.300,NaN
New Kent County,mean_value_250.300,-1.0887484539270254
Newport News city,mean_value_250.300,0.18494667941451168
Norfolk city,mean_value_250.300,-0.927582323807666
Northampton County,mean_value_250.300,-2.25821828868234
Northumberland County,mean_value_250.300,-1.577148657335508
Norton city,mean_value_250.300,NaN
Nottoway County,mean_value_250.300,0.19013864087138163
Orange County,mean_value_250.300,NaN
Page County,mean_value_250.300,-0.5339262603666987
Patrick County,mean_value_250.300,NaN
Petersburg city,mean_value_250.300,-0.37710829907055843
Pittsylvania County,mean_value_250.300,-1.4840357069958559
Poquoson city,mean_value_250.300,NaN
Portsmouth city,mean_value_250.300,-0.18506329716795542
Powhatan County,mean_value_250.300,0.2279390426793961
Prince Edward County,mean_value_250.300,0.6535031635031635
Prince George County,mean_value_250.300,-0.26145521891446505
Prince William County,mean_value_250.300,-2.1106419634705413
Pulaski County,mean_value_250.300,NaN
Radford city,mean_value_250.300,-0.45975056689342403
Rappahannock County,mean_value_250.300,-1.664809754046668
Richmond city,mean_value_250.300,NaN
Richmond County,mean_value_250.300,-0.2277777777777778
Roanoke city,mean_value_250.300,-0.5411637282851238
Roanoke County,mean_value_250.300,-0.07148618131468354
Rockbridge County,mean_value_250.300,-0.6908303464755078
Rockingham County,mean_value_250.300,0.2478182081925031
Russell County,mean_value_250.300,0.4102686786897313
Salem city,mean_value_250.300,-1.2402500398152572
Scott County,mean_value_250.300,0.1762429536227238
Shenandoah County,mean_value_250.300,NaN
Smyth County,mean_value_250.300,-0.19627896438638126
Southampton County,mean_value_250.300,0.05268826167414101
Spotsylvania County,mean_value_250.300,-0.35229094563724866
Stafford County,mean_value_250.300,NaN
Staunton city,mean_value_250.300,-0.3857706600926477
Suffolk city,mean_value_250.300,-0.8521588830251788
Surry County,mean_value_250.300,-0.46233230134158926
Sussex County,mean_value_250.300,-0.01397435897435898
Tazewell County,mean_value_250.300,0.02929025214640196
Virginia Beach city,mean_value_250.300,-0.7818445426762333
Warren County,mean_value_250.300,NaN
Washington County,mean_value_250.300,NaN
Waynesboro city,mean_value_250.300,-1.059824737605648
Westmoreland County,mean_value_250.300,-0.9820158571903338
Williamsburg city,mean_value_250.300,-1.124802947375879
Winchester city,mean_value_250.300,NaN
Wise County,mean_value_250.300,NaN
Wythe County,mean_value_250.300,-0.27538464530372114
York County,mean_value_250.300,-1.0516952815696372
NA,mean_value_250.300,1.5
Accomack County,mean_value_300.400,NaN
Albemarle County,mean_value_300.400,-1.5212683451850129
Alexandria city,mean_value_300.400,NaN
Alleghany County,mean_value_300.400,0.1291171768783709
Amelia County,mean_value_300.400,0.1711160176635889
Amherst County,mean_value_300.400,NaN
Appomattox County,mean_value_300.400,0.1272472625413802
Arlington County,mean_value_300.400,NaN
Augusta County,mean_value_300.400,NaN
Bath County,mean_value_300.400,-0.6610169491525424
Bedford County,mean_value_300.400,2.258929112131364
Bland County,mean_value_300.400,-1.6910344827586208
Botetourt County,mean_value_300.400,-0.01656880443472007
Bristol city,mean_value_300.400,NaN
Brunswick County,mean_value_300.400,-0.27072649572649576
Buchanan County,mean_value_300.400,NaN
Buckingham County,mean_value_300.400,NaN
Buena Vista city,mean_value_300.400,-0.16279069767441862
Campbell County,mean_value_300.400,-0.232236237887873
Caroline County,mean_value_300.400,NaN
Carroll County,mean_value_300.400,-0.7140423553582583
Charles City County,mean_value_300.400,-0.31565656565656564
Charlotte County,mean_value_300.400,-0.6986607142857143
Charlottesville city,mean_value_300.400,NaN
Chesapeake city,mean_value_300.400,-0.5487617490864547
Chesterfield County,mean_value_300.400,-0.33818945357097596
Clarke County,mean_value_300.400,-1.241681812674179
Colonial Heights city,mean_value_300.400,NaN
Covington city,mean_value_300.400,-0.6583333333333333
Craig County,mean_value_300.400,NaN
Culpeper County,mean_value_300.400,0.06323722073318183
Cumberland County,mean_value_300.400,NaN
Danville city,mean_value_300.400,-0.4897958810605648
Dickenson County,mean_value_300.400,NaN
Dinwiddie County,mean_value_300.400,NaN
Emporia city,mean_value_300.400,-1.5
Essex County,mean_value_300.400,NaN
Fairfax city,mean_value_300.400,NaN
Fairfax County,mean_value_300.400,-1.2230526644772224
Falls Church city,mean_value_300.400,NaN
Fauquier County,mean_value_300.400,NaN
Floyd County,mean_value_300.400,NaN
Fluvanna County,mean_value_300.400,NaN
Franklin city,mean_value_300.400,0.03833333333333333
Franklin County,mean_value_300.400,-0.4115813822984191
Frederick County,mean_value_300.400,NaN
Fredericksburg city,mean_value_300.400,-1.163260601326849
Galax city,mean_value_300.400,-1.1325757575757576
Giles County,mean_value_300.400,NaN
Gloucester County,mean_value_300.400,-0.02136578379146169
Goochland County,mean_value_300.400,-1.3904468642405556
Grayson County,mean_value_300.400,-3.5356969696969696
Greene County,mean_value_300.400,NaN
Greensville County,mean_value_300.400,-1.5
Halifax County,mean_value_300.400,NaN
Hampton city,mean_value_300.400,0.29481664289141046
Hanover County,mean_value_300.400,-0.4680287359382694
Harrisonburg city,mean_value_300.400,NaN
Henrico County,mean_value_300.400,NaN
Henry County,mean_value_300.400,-0.22036361510709568
Highland County,mean_value_300.400,NaN
Hopewell city,mean_value_300.400,NaN
Isle of Wight County,mean_value_300.400,-0.15444780768719113
James City County,mean_value_300.400,NaN
King and Queen County,mean_value_300.400,NaN
King George County,mean_value_300.400,0.005476277707279709
King William County,mean_value_300.400,NaN
Lancaster County,mean_value_300.400,-2.540880945679707
Lee County,mean_value_300.400,0.39396466890011783
Lexington city,mean_value_300.400,-1.6911764705882353
Loudoun County,mean_value_300.400,-2.0240143227345353
Louisa County,mean_value_300.400,-1.3204846925111369
Lunenburg County,mean_value_300.400,NaN
Lynchburg city,mean_value_300.400,-0.42677090273373874
Madison County,mean_value_300.400,-1.3659546061415222
Manassas city,mean_value_300.400,NaN
Manassas Park city,mean_value_300.400,NaN
